,Clause,Opt-out via contacting company,Dont use service/feature,Opt-out link,Browser/device privacy controls,Unspecified,Opt-in,First-party privacy controls,Other,Third-party privacy controls
508,"you may opt-out of such messages by going to the ""Manage an Account"" page and simply unclicking an opt-in box o",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
509,"you may e-mail us at privacycoordinator@medianewsgroup.com or write to us at: Privacy Coordinator, MediaNews Group Interactive, 101 W. Colfax Ave., Suite 950, Denver, CO 80202.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,you may choose to opt out of their use by modifying your browser options.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
511,you may need to submit,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
512,"o exclude your personal information from our direct marketing purposes, please feel free to contact us at:",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,which you may unsubscribe from at any time using the unsubscribe link at the bottom of the email.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
514,you can set your browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
515,By using the Site,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,"By using the Site, you consent to the collection and use",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,by first logging onto Facebook (using your Facebook user name and password).,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
518,you may opt out of such advertising by going to the Network Advertising Initiative's consumer opt-out page located at http://www.networkadvertising.org/managing/opt_out.asp.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
519,"choose to have your computer warn you each time a cookie is being sent, or you can choose to turn off all cookies",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
520,"You can choose to have your computer warn you each time a cookie is being sent, or you can choose to turn off all cookies. You do this through your browser",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
521,"You can choose to have your computer warn you each time a cookie is being sent, or you can choose to turn off all cookies. You do this through your browser (e.g. Microsoft Internet Explorer, Mozilla Firefox, Google Chrome, or Apple Safari) settings. Each browser is a little different, so look at your browser Help menu to learn the correct way to modify your cookies.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
522,you can disable the GPS functionality on your mobile device,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
523,choose not to submit current location when prompted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,you can disable the GPS functionality on your mobile device or choose not to submit current location when prompted.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
525,or choose not to submit current location when prompted.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
526," The Internet and Your Information Security    Our web sites, allstate.com and miallstate.com, provides information about us, our products, and the agencies and brokers that represent us. You may also perform some transactions on the web site. This Privacy Statement applies to users of allstate.com and miallstate.com, regardless of whether the user is an Allstate customer.  ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
527,You may opt out of accepting cookies by changing the settings on your browser.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
528,"If you do not wish to receive promotional e-mails from us, please contact us at the following address:",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,opt-out by following the unsubscribe link located at the bottom of each communication,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
530,contacting us at the e-mail address listed above.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,"If you no longer wish to receive certain email communications from us, you may opt-out by following the unsubscribe link located at the bottom of each communication or by contacting us at the e-mail address listed above.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
532,you may opt-out by following the unsubscribe link located at the bottom of each communication,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
533,by contacting us at the e-mail address listed above.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,"However, you can request that Allstate and its affiliate companies",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,"you can contact us by calling 1-800-856-2518 twenty-four hours a day, seven days a week.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,"you have the option to be placed on our internal ""do not call"" list. (Please disregard this notice if you have already been added to Allstate's internal ""do not call"" list.) You may make this request in the following convenient ways: Contact your local Allstate agency Call 1-800-ALLSTATE and speak with a customer representative Visit allstate.com, click on Contact Us and send us an e-mail Write to us at Allstate Insurance Company, Attn: Customer Service, P.O.Box 40047, Roanoke, VA 24022-0047",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,"By visiting a GameStop Website or retail store, participating in our PowerUp Rewards Program, or otherwise providing information to GameStop you are accepting the practices described in this Privacy Policy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
538,"clicking on the ""unsubscribe"" link attached to each email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
539,"Most browsers will tell you how to prevent your browser from accepting new cookies, how to have the browser notify you when you receive a new cookie, or how to disable cookies altogether.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
540,"You can stop your computer from storing cookies if you want to. Most browsers will tell you how to prevent your browser from accepting new cookies, how to have the browser notify you when you receive a new cookie, or how to disable cookies altogether. You should look in the ""help"" area shown on your browser's toolbar. Because cookies allow you to have the benefit of our personalized features, we recommend that you leave them turned on. You MUST have cookies enabled in order to checkout on our Websites.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
541,"Most browsers will tell you how to prevent your browser from accepting new cookies, how to have the browser notify you when you receive a new cookie, or how to disable cookies altogether. You should look in the ""help"" area shown on your browser's toolbar.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
542,"If, after receiving a non-order related email, you do not want to receive such emails in the future, you can notify us, by clicking on the ""unsubscribe"" link attached to each email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
543,"you wish to no longer receive phone calls from us, you can inform the caller or follow the prompt instructions.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,"by clicking on the ""unsubscribe"" link attached to each email",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
545,"If after receiving a phone call, you wish to no longer receive phone calls from us, you can inform the caller or follow the prompt instructions.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,"If we want to share personal information other than as permitted or described above, we will notify you, and you may choose to instruct us not to share the information.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
547,You always may choose not to provide information and most Internet browsers allow you to control the automatic collection of information from your computer.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
548,most Internet browsers allow you to control the automatic collection of information from your computer.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
549,"you can notify us, by clicking on the ""unsubscribe"" link attached to each email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
550,"the future, you can notify us, by clicking on the ""unsubscribe"" link attached to each email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551,"by clicking on the ""unsubscribe"" link",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
552,stop sharing your information,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
553,You may request that we stop sharing your information with a third party or third parties for direct marketing purposes after you have opted into such disclosure through the Site(s) by emailing us at support@curse.com and informing us of your desire for us to stop providing your information to a specific third party or a list of specific third parties.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,ou may request that we stop sharing your information with a third party or third parties for direct marketing purposes after you have opted into such disclosure through the Site(s) by emailing us at support@curse.com and informing us of your desire for us to stop providing your information to a specific third party or a list of specific third parties.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,"If you would like more information about this practice and to know your choices about not having this information used by these companies, see the Digital Advertising Alliance's or Network Advertising Initiative's website.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
556,support@curse.com requesting us to update or delete your personal information,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,replying to the unsubscribe link at the bottom of our e-mails.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
558,link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
559,"If you no longer want to receive our newsletter, e-mails or other announcements, you may unsubscribe by selecting ""unsubscribe"" in your account, writing to us at contact@curse.com",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,"may unsubscribe by selecting ""unsubscribe"" in your account,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
561,writing to us at contact@curse.com or,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,"If you wish to unsubscribe from any newsletters, offers, e-mails or other announcements from our third party advertising partners that you have opted into through the Site(s), you will need to contact such third party advertising partner directly through their independ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,by activating the setting on your browser which allows you to refuse the setting of cookies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
564,setting on your browser which allows you to refuse the setting of cookies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
565,by activating the setting on your browser which allows you to refuse the setting of cookies.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
566,By using Sci-News.com,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,on request if you contact us with your request at privacy@sci-news.com.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,you have the option to elect,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
569,you have the option to elect to,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
570,opt-out choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
571,provide you with relevant opt-in and opt-out choices,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
572,opt in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
573,opt out of all e-mail communication,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
574,"Members can provide data privacy instructions at the members-only Website, MemberCentral.aaas.org. Select Member Services/Data Privacy. Or contact AAAS Member Services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
575,may opt in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
576,"at the members-only Website, MemberCentral.aaas.org.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
577,Or contact AAAS Member Services.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
578,"Members can provide data privacy instructions at the members-only Website, MemberCentral.aaas.org. Select Member Services/Data Privacy.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
579,opt out of all e-mail communication (with the exception of subscription renewal information) by contacting AAAS Member Services.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,may also opt in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
581,or opt out of all e-mail communication (with the exception of subscription renewal information) by contacting AAAS Member Services.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Users can also opt in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
583,may cancel their online services by following the unsubscribe instructions at the bottom of any e-mail message from AAAS.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
584,"Users of free online services provided by AAASsuch as free partial access to Science , Science Signaling , or Science Translational Medicine , access to Science NOW or SAGE KE, e-mail alerting services or Science Careers servicesare agreeing that AAAS",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,can also opt in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
586,who do not wish to receive e-mail may cancel their online services by following the unsubscribe instructions at the bottom of any e-mail message from AAAS.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
587,unsubscribe instructions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
588,Users who do not wish to receive e-mail may follow the unsubscribe instructions at the bottom of any e-mail message from AAAS.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
589,Users who download a free sample issue of Science Digital are agreeing that they may receive occasional e-mail messages from AAAS in exchange for this free content.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,by clicking on My Science Careers/My Account.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
591,change their communication options by clicking on My Science Careers/My Account.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
592,"On Science Careers, we give you the option",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
593,"You may have the ability to accept or decline all cookies. Most web browsers automatically accept cookies, but you can usually modify your browser setting to decline all cookies if you prefer. Alternatively, you may be able to modify your browser setting to notify you each time a cookie is tendered and permit you to accept or decline cookies on an individual basis.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
594,"Most web browsers automatically accept cookies, but you can usually modify your browser setting to decline all cookies if you prefer. Alternatively, you may be able to modify your browser setting to notify you each time a cookie is tendered and permit you to accept or decline cookies on an individual basis.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
595,"Your use of the Science Website shall indicate your understanding and acceptance of the terms of this Privacy Statement. If you do not agree with all of the terms herein, you should not use the Science Website or services.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,"By use of our websites and games that have dynamic in-game advertising, you signify your assent to SCEA's privacy policy. If you do not agree to this policy, please do not use our websites or games with dynamic in-game advertising.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,have personal information shared with SCEA's third party partners,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
598,"""opt-in"" to two different programs.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
599,they should not provide their personal information to us.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,By accessing or using our Services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,"IF YOU DO NOT AGREE TO THIS PRIVACY POLICY, PLEASE DO NOT ACCESS OR USE OUR SERVICES.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Choices regarding control of your personally identifiable information,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
603,when you choose,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,without also consenting to its disclosure to Third Parties,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
605,ou may ask to have the information on yours or your childs account deleted or removed and request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
606,you can unsubscribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
607,only if you did not later opt-out of such offers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
608,We offer commercial e-mail recipients the opportunity to opt-out of further communications in every e-mail,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
609,he opportunity to opt-out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
