,Clause,Category
1196,"Certain Continuing Rights Regardless of Opt-Outs. However, even if you exercise your opt-out rights above",Opt-out via contacting company
1197,"Certain Continuing Rights Regardless of Opt-Outs. However, even if you exercise your opt-out rights above",Opt-out via contacting company
1198,"Certain Continuing Rights Regardless of Opt-Outs. However, even if you exercise your opt-out rights above",Opt-out via contacting company
1199,Not selected,Unspecified
1200,you have a number of options,Unspecified
1201,"You can opt-out of the use of Other Information for these advertising purposes by two such Third Party Advertising Service Providers, Adobe AudienceManager (formerly known as Demdex) and DoubleClick/Google, by using those Third Party Advertising Service Providers' opt-out tools.",Third-party privacy controls
1202,"You can opt-out of the use of Other Information for these advertising purposes by two such Third Party Advertising Service Providers, Adobe AudienceManager (formerly known as Demdex) and DoubleClick/Google, by using those Third Party Advertising Service Providers' opt-out tools. You can access Adobe AudienceManager/Demdex's tool athttp://www.donottarget.com/ and DoubleClick's tool at http://www.google/com/intl/en/privacy/ads/ or as described in the next bullet point.",Third-party privacy controls
1203,by using those Third Party Advertising Service Providers' opt-out tools.,Third-party privacy controls
1204,"If you delete Tracking Technologies using the controls in your Web browser (a process described below) after opting out, you may have to opt out again to re-establish your opt-out preferences.",Browser/device privacy controls
1205,The opt-out tools discussed above,Unspecified
1206,"Opt-outs are ""browser-specific."" The opt-out preferences that you choose will apply only to the Web browser that you used when you selected these preferences. This means, for example, that if you opt-out while using Internet Explorer 9, this choice will not affect the use of Other Information collected by Tracking Technologies when you use Mozilla Firefox on the same Device. It also means that opting-out on one Device will not affect the use of Other Information by Tracking Technologies on other Devices that you may use to access the Site.",Browser/device privacy controls
1207,"If you delete Tracking Technologies using the controls in your Web browser (a process described below) after opting out,",Browser/device privacy controls
1208,Not selected,Unspecified
1209,TYPICALLY CANNOT BE CONTROLLED THROUGH YOUR BROWSER. PLEASE SEE BELOW FOR INFORMATION ON HOW TO MANAGE FLASH COOKIES.,Unspecified
1210,TYPICALLY CANNOT BE CONTROLLED THROUGH YOUR BROWSER. PLEASE SEE BELOW FOR INFORMATION ON HOW TO MANAGE FLASH COOKIES.,Unspecified
1211,TYPICALLY CANNOT BE CONTROLLED THROUGH YOUR BROWSER. PLEASE SEE BELOW FOR INFORMATION ON HOW TO MANAGE FLASH COOKIES.,Unspecified
1212,you have a number of options,Unspecified
1213,You can prevent the use of certain Tracking Technologies (other than Flash cookies) by using the controls in your Web browser.,Browser/device privacy controls
1214,"You can prevent the use of certain Tracking Technologies (other than Flash cookies) by using the controls in your Web browser. To do so, you must: Delete existing Tracking Technologies through the ""Internet Options"" sub-option of the ""Tools"" menu option of your browser or otherwise as directed by your browser's support feature; and Disable future Tracking Technologies through the same browser controls. Additional information on enabling or disabling most Tracking Technologies may be available through your browser's support feature. (See the ""help"" section of your browser for more information.)",Browser/device privacy controls
