,Clause,Data access limitation,Generic,Privacy/Security program,Other,Unspecified,Secure data transfer,Secure user authentication,Privacy review/audit,Secure data storage,Privacy training
346,"These companies and individuals have access to personal information needed to perform their functions, but they are not permitted to use such information for other purposes without our permission. A more detailed discussion of our relationship with certain third-party advertisers is set forth below under the heading ""Third-Party Advertising"".",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,they are not permitted to use such information for other purposes without our permission.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,This privacy policy covers the use of cookies by GameStop and does not cover the use of cookies or other tracking technologies by any of its advertisers.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
349,"Secure Sockets Layer (SSL) software, which encrypts certain purchasing information you input,",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
350,"When you purchase something from our Websites, we use Secure Sockets Layer (SSL) software, which encrypts certain purchasing information you input, although no known method of data transfer can be guaranteed to be 100% secure. We reveal only the last four digits of your credit card number when confirming an order, but we have to transmit the entire credit card number to the credit card processor or company during order processing.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
351,"When you purchase something from our Websites, we use Secure Sockets Layer (SSL) software",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
352,"To the extent that you use our Websites, and connect to us through your computer, anyone with access to your computer may be able to access our Websites and conduct transactions in your name. We have no ability to know who has access to your computer, or to your credit card information, or who you have authorized to use such computer or information. Persons with access to your computer may be able to view any private or stored account information or other information that you have given to us. Accordingly, you are responsible for any transactions that are made in your name by someone who has access to your computer or your credit card number. It is important for you to protect against unauthorized access to any login or password information, and to your computer.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
353,"To the extent applicable, we require these entities to comply with this Privacy Policy and appropriate confidentiality and security measures.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,trained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
355,"we restrict access to personal information to Curse employees, independent contractors and agents who need to know this information in order to develop, operate and maintain the Curse Features.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,"As a result, while we strive to protect user information, we cannot ensure or warrant the security of any information you transmit to us or through the use of any of the Curse Features and you acknowledge and agree that you provide such information and engage in such transmissions at your own risk. Once we receive a transmission from you, we will endeavor to maintain its security on our systems.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,"In addition, we restrict access to personal information to Curse employees, independent contractors and agents who need to know this information in order to develop, operate and maintain the Curse Features.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,"All Curse personnel who have access to this information are trained in the maintenance and security of such information. However, no server, computer or communications network or system, or data transmission over the Internet can be guaranteed to be 100% secure. As a result, while we strive to protect user information, we cannot ensure or warrant the security of any information you transmit to us or through the use of any of the Curse Features and you acknowledge and agree that you provide such information and engage in such transmissions at your own risk. Once we receive a transmission from you, we will endeavor to maintain its security on our systems.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,"The personal information that you provide to us is stored on servers, which are located in secured facilities with restricted access, and protected by protocols and procedures designed to ensure the security of such information. In addition, we restrict access to personal information to Curse employees, independent contractors and agents who need to know this information in order to develop, operate and maintain the Curse Features. All Curse personnel who have access to this information are trained in the maintenance and security of such information. However, no server, computer or communications network or system, or data transmission over the Internet can be guaranteed to be 100% secure. As a result, while we strive to protect user information, we cannot ensure or warrant the security of any information you transmit to us or through the use of any of the Curse Features and you acknowledge and agree that you provide such information and engage in such transmissions at your own risk. Once we receive a transmission from you, we will endeavor to maintain its security on our systems.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,ll Curse personnel who have access to this information are trained in the maintenance and security of such information,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,"n addition, we restrict access to personal information to Curse employees, independent contractors and agents who need to know this information in order to develop, operate and maintain the Curse Features.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,"These companies and individuals will have access to your personal information as necessary to perform their functions, but they may not share that information with any other third party.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,"We attempt to limit access to our searchable resume database (or copies thereof) only to paying employers, recruiters, hiring managers, headhunters, and human resource professionals as well as law enforcement and national security agencies, but cannot guarantee that other parties will not gain access to this database.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,"When you place an order online at any of the Science websites, your credit card information is protected through the use of encryption utilizing Secure Socket Layer (SSL) protocol, the industry standard in transferring information to process your orders.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
365,"We implement reasonable technical and organizational measures designed to secure your personal information from accidental loss and from unauthorized access, use, alteration, or disclosure",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,"We implement reasonable technical and organizational measures designed to secure your personal information from accidental loss and from unauthorized access, use, alteration, or disclosure. In addition, all credit transactions occur in a secure area of our site, to protect you from any loss, misuse, or alteration of information collected. However, we cannot guarantee that unauthorized third parties will never be able to defeat those measures or use your personal information for improper purposes",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,"We implement reasonable technical and organizational measures designed to secure your personal information from accidental loss and from unauthorized access, use, alteration, or disclosure. In addition, all credit transactions occur in a secure area of our site, to protect you from any loss, misuse, or alteration of information collected. However, we cannot guarantee that unauthorized third parties will never be able to defeat those measures or use your personal information for improper purposes.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,"The SSL encrypts, or translates, your order information into a highly indecipherable code, which is processed immediately. When you've finished your transactions and begin the checkout process, you will move into the secure area of our site. A warning window may pop up to notify you that you are entering this ""safe"" area. Once you've entered, the page address (URL) will change from http to https, to let you know you are in a secure area. Also, a key or closed lock will appear in the lower left-hand corner of your screen to notify you of this change. You will remain in this secure zone for the entire checkout process. In addition, only the last four digits of your credit card number will be revealed on the screen when confirming an order. Of course, we securely transmit the entire credit card number to the appropriate credit card service company during order processing.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
369,"To protect your privacy to the maximum extent possible, we have undertaken this privacy initiative and our websites have been reviewed and certified by ESRB Privacy Online to meet established online information collection and use practices. As part of the privacy program, we are subject to frequent audits of our sites and other enforcement and accountability mechanisms administered independently by ESRB.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370,"ESRB Privacy Online is a third-party seal provider whose mission is to protect consumers' online privacy and make the Internet a secure, reliable and private place to share information and conduct business. ESRB Privacy Online promotes and enforces established principles and guidelines for fair information collection practices that include requirements of full disclosure, notice and informed consent.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
371,"Whenever you visit a website that displays the ESRB Privacy Online certification seal, you can expect to be notified of: What personal information may be collected and by what means Who, if anyone, is collecting your personal information How this information may be used, including who, if anyone, it might be shared with The consequences, if any, resulting from your refusal to provide personal information How you can access and, if necessary, change the personal information a company maintains How a company ensures data security, quality and integrity Where and how to ask questions or file complaints",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
